x,y,t,p
76,152,402328333,-1
94,142,402328334,-1
94,125,402328380,-1
33,152,402328414,-1
79,155,402328416,-1
101,128,402328416,-1
52,148,402328422,-1
34,146,402328427,-1
60,174,402328461,-1
55,57,402328462,1
33,143,402328509,-1
23,144,402328534,-1
74,102,402328537,1
93,92,402328590,1
80,105,402328595,-1
75,154,402328605,-1
82,149,402328606,-1
73,163,402328609,-1
85,150,402328624,-1
93,98,402328626,-1
77,143,402328643,-1
55,53,402328651,1
83,101,402328738,1
51,64,402328769,1
75,152,402328773,-1
85,151,402328782,-1
17,172,402328795,1
50,176,402328802,-1
36,171,402328803,-1
55,155,402328811,-1
68,56,402328814,1
51,60,402328819,1
92,147,402328880,-1
59,68,402328901,1
62,139,402328930,-1
36,169,402328937,-1
76,105,402328940,-1
90,156,402328947,-1
85,137,402328957,-1
81,156,402328970,-1
81,104,402328992,1
69,178,402328993,-1
77,105,402329019,-1
89,103,402329024,-1
94,144,402329027,-1
116,106,402329032,-1
45,160,402329038,-1
45,57,402329057,1
78,106,402329106,-1
49,171,402329109,-1
92,99,402329110,-1
90,87,402329113,1
79,105,402329116,-1
83,105,402329122,-1
20,153,402329205,-1
78,162,402329208,-1
57,152,402329208,-1
109,105,402329220,-1
89,105,402329220,-1
81,172,402329228,-1
91,178,402329242,1
91,98,402329253,1
3,141,402329259,-1
33,147,402329301,-1
48,60,402329330,1
108,155,402329334,-1
84,103,402329338,1
78,108,402329390,-1
68,153,402329405,-1
46,58,402329449,1
72,164,402329477,-1
87,157,402329556,-1
46,170,402329586,1
102,168,402329593,1
75,151,402329594,-1
58,155,402329634,-1
75,139,402329656,-1
82,147,402329665,-1
47,59,402329682,1
81,103,402329687,1
41,62,402329714,1
94,97,402329717,-1
95,95,402329727,-1
80,106,402329731,-1
38,165,402329732,-1
87,146,402329732,-1
57,52,402329801,1
68,157,402329814,-1
91,138,402329819,-1
85,102,402329841,1
9,138,402329845,-1
56,154,402329862,-1
70,159,402329868,-1
58,172,402329903,-1
105,101,402329906,-1
27,126,402329909,-1
69,66,402329949,1
60,151,402329992,-1
12,158,402329999,-1
70,99,402330030,1
72,166,402330086,-1
55,150,402330087,-1
110,2,402330090,-1
114,105,402330096,-1
47,155,402330121,-1
91,87,402330125,-1
75,104,402330175,-1
87,103,402330177,-1
60,154,402330188,-1
92,100,402330219,-1
97,96,402330269,-1
73,101,402330302,1
104,165,402330354,-1
60,91,402330365,-1
90,90,402330379,1
35,171,402330437,-1
63,93,402330446,-1
105,120,402330494,1
43,56,402330500,1
51,62,402330512,1
41,57,402330528,1
74,115,402330609,-1
41,61,402330637,1
70,70,402330638,1
56,69,402330644,1
73,100,402330675,1
89,99,402330683,1
27,96,402330702,-1
92,148,402330714,-1
68,172,402330717,-1
42,157,402330718,-1
84,146,402330720,-1
38,62,402330772,1
89,145,402330800,-1
91,86,402330801,-1
78,105,402330805,-1
49,167,402330808,-1
89,102,402330812,-1
88,120,402330890,1
73,103,402330891,-1
73,127,402330989,-1
77,161,402331000,-1
39,61,402331008,1
47,78,402331090,-1
99,124,402331093,-1
55,152,402331099,-1
73,152,402331102,-1
88,100,402331134,1
58,173,402331175,-1
75,137,402331188,-1
78,147,402331207,-1
91,97,402331213,1
80,145,402331214,-1
81,105,402331250,-1
85,111,402331266,-1
67,56,402331296,1
94,143,402331302,-1
66,57,402331322,1
107,156,402331349,-1
79,103,402331361,1
34,160,402331422,-1
56,171,402331433,-1
41,159,402331524,-1
52,156,402331571,-1
93,97,402331604,-1
57,166,402331614,-1
81,158,402331618,-1
41,167,402331618,-1
93,99,402331624,-1
86,101,402331702,1
74,128,402331709,-1
93,98,402331794,-1
113,143,402331799,-1
69,157,402331804,-1
75,144,402331804,-1
90,89,402331834,1
40,61,402331836,1
86,168,402331877,-1
75,171,402331884,-1
42,71,402331891,-1
54,151,402331930,-1
90,92,402331935,1
34,151,402331966,-1
59,129,402331969,-1
55,55,402331990,1
124,109,402332055,-1
104,148,402332056,-1
65,170,402332058,-1
80,108,402332063,-1
56,52,402332080,1
39,66,402332091,1
69,56,402332129,1
21,148,402332150,-1
16,171,402332161,1
74,168,402332196,-1
42,56,402332205,1
53,59,402332214,1
94,96,402332219,-1
116,96,402332227,-1
80,103,402332245,1
46,56,402332252,1
54,128,402332312,-1
76,83,402332318,-1
64,150,402332323,-1
81,163,402332336,-1
81,159,402332409,-1
64,149,402332415,-1
79,107,402332498,-1
88,138,402332499,-1
61,157,402332515,-1
44,55,402332521,1
37,167,402332533,-1
85,104,402332575,-1
86,167,402332586,-1
87,135,402332587,-1
34,155,402332675,-1
76,171,402332710,-1
37,166,402332761,-1
71,75,402332768,1
92,98,402332846,-1
83,134,402332848,-1
91,92,402332859,-1
86,102,402332890,1
44,56,402332907,1
77,148,402332929,-1
91,99,402332933,-1
41,158,402332933,-1
66,58,402333005,1
56,151,402333020,-1
70,71,402333053,1
37,63,402333062,1
57,151,402333076,-1
33,153,402333110,-1
86,148,402333113,-1
120,51,402333117,-1
76,101,402333132,1
83,103,402333219,1
87,101,402333267,1
76,102,402333285,1
110,2,402333287,-1
112,102,402333289,-1
93,125,402333289,-1
37,62,402333373,1
84,104,402333380,-1
49,150,402333465,1
71,99,402333475,1
149,9,402333476,-1
45,156,402333480,-1
5,147,402333487,-1
93,93,402333517,1
74,156,402333567,-1
81,101,402333585,1
91,91,402333606,-1
76,103,402333608,1
74,153,402333618,-1
71,57,402333639,1
95,96,402333646,-1
35,172,402333650,-1
75,147,402333659,-1
79,105,402333662,-1
67,86,402333675,-1
79,153,402333732,-1
82,105,402333736,-1
66,137,402333739,-1
19,163,402333744,-1
121,135,402333752,1
70,155,402333817,-1
96,135,402333831,-1
92,96,402333840,1
55,52,402333864,1
90,88,402333882,1
90,101,402333915,-1
83,154,402333923,-1
75,104,402333926,-1
89,177,402333953,1
97,93,402333964,1
92,86,402333986,1
67,58,402333999,1
105,108,402334002,-1
113,106,402334010,-1
12,159,402334059,-1
97,117,402334095,-1
88,102,402334106,-1
78,103,402334124,1
118,79,402334145,-1
77,103,402334161,1
77,104,402334183,-1
72,153,402334191,-1
76,104,402334196,-1
87,119,402334250,1
38,61,402334278,1
59,156,402334284,-1
78,163,402334285,-1
93,97,402334292,-1
53,116,402334293,-1
70,56,402334300,1
90,91,402334352,1
80,105,402334366,-1
84,106,402334368,-1
41,56,402334406,1
56,59,402334431,1
91,95,402334441,1
82,104,402334456,-1
93,139,402334467,-1
42,156,402334476,-1
41,70,402334542,-1
99,131,402334546,-1
70,176,402334574,-1
84,101,402334591,1
82,103,402334614,1
66,134,402334649,-1
52,65,402334693,1
93,136,402334719,-1
82,163,402334754,-1
7,139,402334812,-1
83,140,402334913,-1
70,98,402334955,1
113,108,402334998,-1
40,62,402335032,1
96,116,402335055,1
53,124,402335058,1
78,161,402335098,-1
80,137,402335100,-1
50,143,402335123,-1
34,173,402335134,-1
87,152,402335192,-1
84,132,402335196,-1
66,146,402335214,-1
90,98,402335329,1
62,56,402335344,-1
62,56,402335347,-1
62,56,402335349,-1
56,56,402335358,1
20,157,402335362,-1
74,104,402335372,-1
59,69,402335393,1
46,55,402335422,1
112,146,402335446,-1
95,95,402335451,-1
81,104,402335462,-1
57,70,402335481,1
77,105,402335533,-1
94,96,402335535,-1
118,102,402335537,-1
76,136,402335541,-1
27,128,402335551,-1
72,100,402335562,1
40,58,402335609,1
58,89,402335629,-1
81,103,402335701,1
80,167,402335718,-1
4,142,402335720,-1
67,55,402335762,1
95,116,402335778,1
92,99,402335814,-1
45,171,402335831,1
101,126,402335887,1
78,156,402335913,-1
70,160,402335949,-1
90,93,402335960,1
59,90,402336012,-1
87,156,402336103,-1
80,152,402336104,-1
40,162,402336129,-1
68,55,402336136,1
84,102,402336164,1
74,101,402336170,1
50,154,402336189,-1
79,147,402336195,-1
83,104,402336196,-1
78,105,402336199,-1
80,161,402336206,-1
34,175,402336220,-1
34,161,402336278,-1
60,155,402336286,-1
89,98,402336364,1
72,155,402336369,-1
43,55,402336398,1
87,98,402336407,-1
55,68,402336418,1
110,2,402336462,-1
91,94,402336492,1
69,55,402336537,1
38,179,402336546,-1
60,72,402336586,1
61,153,402336628,-1
89,101,402336628,-1
91,100,402336638,-1
69,158,402336659,-1
91,89,402336681,1
69,97,402336717,1
53,161,402336721,-1
13,163,402336724,-1
45,75,402336733,-1
89,86,402336744,1
85,100,402336763,1
74,103,402336800,-1
92,98,402336818,-1
89,95,402336877,1
80,104,402336914,-1
89,97,402336962,1
40,57,402336974,1
44,151,402337010,-1
76,155,402337014,-1
78,104,402337015,-1
55,122,402337016,-1
47,138,402337021,-1
75,138,402337027,-1
90,90,402337040,1
80,101,402337072,1
75,102,402337103,1
87,103,402337109,-1
47,139,402337110,-1
79,103,402337167,1
77,102,402337174,1
115,142,402337206,-1
88,99,402337226,1
83,102,402337242,1
89,96,402337281,1
73,153,402337297,-1
81,102,402337339,1
20,154,402337388,-1
59,151,402337390,-1
73,101,402337413,1
93,138,402337437,-1
39,60,402337461,1
77,104,402337471,-1
49,122,402337478,-1
113,148,402337484,-1
74,163,402337488,-1
49,129,402337542,1
93,87,402337543,1
55,62,402337557,1
4,145,402337567,-1
83,138,402337578,-1
46,57,402337635,1
40,179,402337651,-1
95,92,402337673,-1
87,141,402337742,-1
76,154,402337749,-1
77,175,402337778,-1
82,102,402337791,1
37,61,402337831,1
103,165,402337833,-1
66,143,402337840,-1
90,87,402337892,1
83,145,402337911,-1
66,151,402337918,-1
93,97,402337919,-1
76,104,402337930,-1
105,145,402337937,-1
42,55,402337944,1
45,56,402337958,1
51,162,402338012,-1
79,152,402338024,-1
77,109,402338081,1
42,61,402338093,1
86,144,402338105,-1
85,165,402338109,-1
91,99,402338116,-1
50,144,402338141,-1
79,101,402338154,1
87,100,402338179,1
64,56,402338202,1
53,149,402338203,-1
85,156,402338210,-1
94,95,402338213,-1
92,136,402338243,-1
90,97,402338262,1
51,164,402338297,-1
120,106,402338307,-1
85,101,402338329,1
91,85,402338331,1
52,62,402338335,1
94,97,402338404,-1
95,169,402338411,-1
54,148,402338442,-1
89,99,402338460,1
50,163,402338466,-1
93,118,402338489,1
55,145,402338491,-1
86,161,402338494,-1
56,87,402338494,-1
73,103,402338498,-1
67,152,402338509,-1
88,100,402338544,1
40,60,402338547,1
90,100,402338551,-1
86,101,402338572,1
82,104,402338580,-1
27,96,402338585,-1
49,165,402338609,-1
41,61,402338617,1
36,165,402338644,1
93,98,402338680,-1
92,134,402338682,-1
53,150,402338764,-1
105,139,402338769,-1
89,93,402338788,1
81,100,402338810,1
75,145,402338863,-1
33,154,402338928,-1
87,151,402338929,-1
94,130,402338932,-1
96,136,402338936,-1
81,104,402339038,-1
53,66,402339040,1
48,78,402339080,-1
122,129,402339082,1
58,152,402339120,-1
55,139,402339122,-1
74,157,402339123,-1
39,67,402339124,-1
50,145,402339125,-1
54,85,402339156,-1
55,170,402339207,-1
105,100,402339215,-1
86,103,402339218,-1
83,100,402339242,1
86,100,402339255,1
75,146,402339304,-1
21,177,402339306,-1
116,102,402339310,-1
84,153,402339313,-1
82,148,402339317,-1
12,157,402339345,-1
78,101,402339373,1
44,163,402339389,-1
93,96,402339397,-1
14,167,402339398,-1
117,142,402339402,-1
85,103,402339403,-1
19,161,402339406,-1
60,53,402339428,1
90,89,402339442,1
72,99,402339463,1
39,57,402339487,1
42,158,402339488,-1
91,147,402339489,-1
75,104,402339492,-1
86,133,402339494,-1
48,167,402339499,-1
101,160,402339503,-1
92,86,402339558,1
67,61,402339571,1
91,98,402339578,-1
80,103,402339579,1
59,154,402339582,-1
91,93,402339584,1
110,2,402339656,-1
79,104,402339671,-1
45,140,402339716,1
34,162,402339740,-1
96,149,402339740,-1
73,161,402339758,-1
59,153,402339862,-1
87,160,402339881,-1
41,55,402339885,1
48,172,402339912,-1
77,147,402339913,-1
74,105,402339915,-1
67,154,402339918,-1
86,102,402339919,-1
91,137,402339925,-1
89,154,402340009,-1
66,141,402340011,-1
73,102,402340104,-1
87,159,402340106,-1
89,94,402340192,1
51,77,402340200,-1
87,102,402340203,-1
41,170,402340207,-1
66,138,402340310,-1
75,100,402340337,1
79,102,402340357,1
80,104,402340367,-1
94,96,402340378,-1
73,168,402340392,-1
78,102,402340510,1
95,94,402340545,-1
45,172,402340561,1
79,166,402340625,-1
40,160,402340629,-1
72,158,402340630,-1
8,12,402340658,-1
38,178,402340700,-1
66,142,402340713,-1
84,103,402340714,-1
50,142,402340715,-1
39,163,402340717,-1
43,153,402340718,-1
80,102,402340740,1
48,168,402340755,1
87,99,402340767,1
74,103,402340797,-1
95,91,402340886,-1
68,86,402340892,-1
53,116,402340901,-1
81,105,402340935,-1
116,144,402340980,-1
47,127,402340981,-1
66,55,402341045,1
125,97,402341062,-1
85,143,402341067,-1
72,78,402341068,-1
92,97,402341147,-1
71,165,402341147,-1
30,121,402341148,-1
83,103,402341163,-1
43,54,402341178,1
77,178,402341213,1
23,139,402341224,-1
55,86,402341224,-1
94,95,402341224,-1
91,88,402341258,1
51,125,402341259,1
71,74,402341272,1
76,103,402341275,-1
84,144,402341303,-1
80,160,402341308,-1
109,154,402341308,-1
4,141,402341313,-1
47,122,402341314,-1
66,122,402341316,-1
61,92,402341324,-1
116,143,402341351,-1
85,99,402341389,1
87,158,402341394,-1
75,81,402341410,-1
69,87,402341411,-1
37,166,402341492,-1
75,105,402341495,-1
78,104,402341510,-1
66,140,402341577,-1
54,67,402341634,1
49,168,402341651,1
71,99,402341653,1
85,149,402341661,-1
88,170,402341694,-1
85,166,402341735,-1
93,96,402341825,-1
48,132,402341835,-1
77,104,402341839,-1
45,54,402341865,1
78,149,402341870,-1
90,86,402341887,1
91,96,402341888,1
73,155,402341916,-1
62,140,402341924,-1
61,74,402341942,1
47,169,402342003,1
15,161,402342008,-1
34,174,402342010,-1
120,103,402342010,-1
51,81,402342013,-1
93,144,402342014,-1
73,167,402342015,-1
36,172,402342017,-1
65,150,402342019,-1
83,104,402342023,-1
76,104,402342091,-1
55,153,402342092,-1
51,147,402342099,-1
53,173,402342100,-1
120,110,402342135,-1
21,149,402342186,-1
83,146,402342192,-1
91,152,402342268,-1
12,160,402342269,-1
51,174,402342277,-1
88,101,402342290,-1
83,147,402342351,-1
66,139,402342382,-1
74,159,402342383,-1
107,143,402342438,-1
75,170,402342440,-1
85,157,402342440,-1
12,135,402342503,-1
48,59,402342561,1
91,85,402342569,1
75,101,402342610,1
111,99,402342612,-1
34,163,402342613,-1
76,149,402342614,-1
75,153,402342625,-1
47,77,402342625,-1
84,100,402342656,1
67,141,402342701,-1
90,122,402342702,-1
95,141,402342726,-1
33,155,402342731,-1
35,170,402342796,-1
47,172,402342796,-1
60,93,402342798,-1
31,127,402342799,-1
67,153,402342806,-1
76,102,402342813,1
84,137,402342822,-1
89,86,402342842,1
83,101,402342865,1
64,148,402342875,-1
89,142,402342883,-1
67,151,402342893,-1
89,92,402342911,1
73,77,402342950,1
47,58,402342950,1
96,109,402342973,-1
46,76,402342978,-1
72,75,402343002,1
75,103,402343044,-1
34,156,402343057,-1
66,133,402343062,-1
73,99,402343093,1
94,92,402343138,1
81,150,402343150,-1
77,101,402343164,1
66,57,402343175,1
70,74,402343193,1
110,2,402343198,-1
44,173,402343200,1
40,161,402343225,-1
10,136,402343229,-1
39,164,402343230,-1
76,137,402343241,-1
80,146,402343250,-1
87,161,402343265,-1
40,55,402343275,1
82,143,402343312,-1
113,98,402343320,-1
105,103,402343370,1
41,158,402343393,-1
90,95,402343397,1
94,94,402343398,-1
40,56,402343441,1
92,98,402343480,-1
22,178,402343483,-1
66,145,402343486,-1
66,135,402343492,-1
76,145,402343498,-1
55,142,402343504,-1
69,69,402343517,1
38,60,402343535,1
67,150,402343579,-1
84,116,402343598,1
93,143,402343607,-1
55,68,402343608,1
82,104,402343660,-1
43,163,402343664,-1
85,158,402343674,-1
36,168,402343724,-1
90,85,402343758,1
47,173,402343824,-1
70,161,402343827,-1
76,173,402343854,-1
49,147,402343860,1
54,53,402343897,1
81,102,402343901,1
85,139,402343913,-1
84,101,402343914,1
110,146,402343916,-1
59,179,402343918,-1
86,102,402343956,-1
89,91,402343960,1
78,143,402344001,-1
57,88,402344002,-1
90,145,402344008,-1
109,107,402344011,-1
37,178,402344016,-1
41,54,402344039,1
82,150,402344085,-1
102,169,402344093,1
91,86,402344152,-1
89,98,402344174,1
22,146,402344184,-1
66,144,402344188,-1
94,141,402344191,-1
93,95,402344292,-1
57,125,402344293,1
92,91,402344294,-1
85,101,402344299,1
55,140,402344302,-1
76,150,402344355,-1
72,165,402344356,-1
84,164,402344366,-1
84,138,402344431,-1
91,144,402344437,-1
93,97,402344440,-1
82,142,402344528,-1
44,54,402344543,1
75,102,402344558,1
39,166,402344604,-1
66,136,402344605,-1
117,139,402344606,-1
83,158,402344607,-1
79,104,402344621,-1
73,131,402344634,-1
90,96,402344725,1
74,100,402344731,1
37,60,402344736,1
67,54,402344741,1
98,95,402344771,-1
73,102,402344777,-1
59,155,402344785,-1
43,169,402344798,-1
93,96,402344813,-1
39,59,402344823,1
68,54,402344847,1
88,98,402344856,1
77,149,402344870,-1
89,153,402344882,-1
82,101,402344895,1
66,56,402344898,1
86,99,402344908,1
38,64,402344931,1
82,102,402344933,1
83,103,402344941,-1
96,138,402344949,-1
76,103,402344952,-1
45,149,402344959,-1
85,106,402344967,-1
82,103,402344973,-1
74,101,402345006,1
26,137,402345029,-1
80,151,402345033,-1
81,104,402345041,-1
77,155,402345110,-1
79,151,402345119,-1
74,161,402345127,-1
77,162,402345208,-1
57,174,402345210,-1
82,137,402345212,-1
78,154,402345213,-1
74,151,402345214,-1
79,158,402345215,-1
46,173,402345216,-1
76,153,402345265,-1
91,98,402345295,-1
74,158,402345298,-1
110,151,402345330,-1
58,70,402345340,1
77,102,402345341,1
84,103,402345383,-1
94,132,402345389,-1
61,149,402345392,-1
86,141,402345393,-1
44,168,402345393,-1
83,107,402345394,-1
106,147,402345396,-1
87,170,402345396,-1
53,158,402345401,-1
54,52,402345412,1
70,98,402345423,1
94,95,402345471,-1
73,151,402345471,-1
84,158,402345480,-1
71,157,402345481,-1
93,89,402345481,-1
51,173,402345487,-1
57,69,402345506,1
87,162,402345509,-1
48,166,402345516,-1
89,87,402345529,1
52,82,402345560,-1
53,130,402345567,-1
86,151,402345592,-1
65,56,402345604,1
50,146,402345612,-1
29,128,402345642,-1
24,133,402345643,-1
84,165,402345650,-1
72,100,402345668,1
80,104,402345736,-1
87,153,402345738,-1
51,163,402345738,-1
49,155,402345818,-1
92,96,402345818,-1
41,171,402345820,-1
91,143,402345823,-1
71,164,402345903,-1
95,93,402345907,-1
65,172,402345911,-1
67,149,402345913,-1
73,100,402345932,1
85,117,402345947,1
80,103,402345987,-1
82,159,402345991,-1
64,147,402345995,-1
79,149,402345996,-1
42,70,402346018,-1
59,89,402346032,-1
92,97,402346032,-1
68,158,402346089,-1
73,104,402346106,-1
102,100,402346115,1
89,146,402346128,-1
88,99,402346148,1
41,60,402346153,1
69,86,402346188,-1
64,93,402346253,-1
82,136,402346347,-1
54,152,402346364,-1
106,125,402346430,-1
60,90,402346437,-1
66,152,402346441,-1
80,100,402346472,1
78,102,402346502,1
110,2,402346516,-1
71,154,402346522,-1
44,159,402346524,-1
41,69,402346526,-1
87,101,402346533,-1
77,100,402346558,1
81,103,402346595,-1
64,94,402346610,-1
52,64,402346621,1
27,96,402346694,-1
36,169,402346695,-1
60,153,402346697,-1
58,154,402346699,-1
88,145,402346712,-1
76,101,402346725,1
12,159,402346731,-1
66,54,402346736,1
58,127,402346777,-1
48,122,402346781,-1
93,95,402346783,-1
91,124,402346784,-1
81,148,402346789,-1
93,91,402346808,1
38,59,402346911,1
90,86,402346913,1
79,102,402346919,1
99,123,402346943,-1
75,172,402346946,-1
85,102,402346950,-1
58,153,402346950,-1
103,149,402346962,-1
45,177,402346962,-1
53,159,402346990,-1
90,94,402346991,1
53,60,402346995,1
82,99,402347010,1
94,94,402347040,-1
75,103,402347049,-1
69,96,402347071,1
86,160,402347134,-1
86,100,402347169,1
97,114,402347179,1
107,120,402347217,-1
96,104,402347218,-1
78,157,402347218,-1
75,150,402347254,-1
90,123,402347288,-1
49,148,402347288,1
79,103,402347308,-1
70,156,402347316,-1
25,130,402347319,-1
92,85,402347382,1
40,59,402347415,1
107,141,402347432,1
82,144,402347515,-1
39,162,402347526,-1
39,56,402347552,1
85,100,402347592,1
89,97,402347607,1
109,106,402347609,-1
83,143,402347618,-1
70,73,402347627,1
56,68,402347635,1
40,60,402347675,1
43,164,402347710,-1
53,116,402347734,-1
71,98,402347736,1
44,157,402347808,-1
87,149,402347811,-1
76,103,402347814,-1
51,137,402347819,-1
88,100,402347822,-1
89,85,402347884,1
44,158,402347896,-1
71,151,402347922,-1
43,58,402347942,1
48,124,402347957,1
63,55,402347964,1
82,100,402347974,1
77,107,402348001,-1
80,102,402348041,1
74,103,402348077,-1
109,153,402348078,-1
23,137,402348082,-1
19,158,402348089,-1
84,99,402348108,1
72,101,402348245,-1
77,103,402348248,-1
19,157,402348252,-1
43,53,402348252,1
74,152,402348253,-1
48,133,402348255,-1
87,145,402348268,-1
92,96,402348283,-1
91,97,402348332,-1
